At. num | Sp. Name      | Ion Charge | El. Name     | Isoel. Seq. | Ground Shells (a)    | Ground Level       | Ionized Level                      |      Ionization Energy (b) (eV)       | References
     94 | Pu XLIII      |        +42 | Plutonium    | Te          | [Kr].4d10.4f6        | 7F0                | 4f5 6H*<5/2>                       |         (1990(100))                   |               L582
     94 | Pu XLIV       |        +43 | Plutonium    | Sb          | [Kr].4d10.4f5        | 6H*<5/2>           | 4f4 5I<4>                          |         (2070(100))                   |               L582
     94 | Pu XLV        |        +44 | Plutonium    | Sn          | [Kr].4d10.4f4        | 5I<4>              | 4f3 4I*<9/2>                       |         (2150(100))                   |               L582
     94 | Pu XLVI       |        +45 | Plutonium    | In          | [Kr].4d10.4f3        | 4I*<9/2>           | 4f2 3H<4>                          |         (2200(100))                   |               L582
     94 | Pu XLVII      |        +46 | Plutonium    | Cd          | [Kr].4d10.4f2        | 3H<4>              | 4f 2F*<5/2>                        |         (2310(100))                   |               L582
     94 | Pu XLVIII     |        +47 | Plutonium    | Ag          | [Kr].4d10.4f         | 2F*<5/2>           | 4d10 1S<0>                         |         (2390(100))                   |               L582
     94 | Pu XLIX       |        +48 | Plutonium    | Pd          | [Kr].4d10            | 1S0                | 4d9 2D<5/2>                        |         (2774(4))                     |           L8672c99
     94 | Pu L          |        +49 | Plutonium    | Rh          | [Kr].4d9             | 2D<5/2>            | 4d8 3F<4>                          |         (2844(4))                     |           L8672c99
     94 | Pu LI         |        +50 | Plutonium    | Ru          | [Kr].4d8             | 3F<4>              | 4d7 4F<9/2>                        |         (2918(4))                     |           L8672c99
     94 | Pu LII        |        +51 | Plutonium    | Tc          | [Kr].4d7             | 4F<9/2>            | 4d6 5D<4>                          |         (2997(4))                     |           L8672c99
     94 | Pu LIII       |        +52 | Plutonium    | Mo          | [Kr].4d6             | 5D<4>              | 4d5 <5/2>                          |         (3072(4))                     |           L8672c99
     94 | Pu LIV        |        +53 | Plutonium    | Nb          | [Kr].4d5             | <5/2>              | 4d4 5D<0>                          |         (3146(5))                     |           L8672c99
     94 | Pu LV         |        +54 | Plutonium    | Zr          | [Kr].4d4             | 5D0                | 4d3 4F<3/2>                        |         (3290(5))                     |           L8672c99
     94 | Pu LVI        |        +55 | Plutonium    | Y           | [Kr].4d3             | 4F<3/2>            | 4d2 3F<2>                          |         (3366(5))                     |           L8672c99
     94 | Pu LVII       |        +56 | Plutonium    | Sr          | [Kr].4d2             | 3F<2>              | 4d 2D<3/2>                         |         (3449(5))                     |           L8672c99
     94 | Pu LVIII      |        +57 | Plutonium    | Rb          | [Kr].4d              | 2D<3/2>            | 4p6 1S<0>                          |         (3527(6))                     |           L8672c99
     94 | Pu LIX        |        +58 | Plutonium    | Kr          | [Ar].3d10.4s2.4p6    | 1S0                | 4p5 2P*<3/2>                       |         (3836(6))                     |           L8672c99
     94 | Pu LX         |        +59 | Plutonium    | Br          | [Ar].3d10.4s2.4p5    | 2P*<3/2>           | 4p4 3P<2>                          |         (3911(7))                     |           L8672c99
     94 | Pu LXI        |        +60 | Plutonium    | Se          | [Ar].3d10.4s2.4p4    | 3P<2>              | 4p3*<3/2>                          |         (3993(10))                    |           L8672c99
     94 | Pu LXII       |        +61 | Plutonium    | As          | [Ar].3d10.4s2.4p3    | *<3/2>             | 4p2 3P<0>                          |         (4068(10))                    |           L8672c99
     94 | Pu LXIII      |        +62 | Plutonium    | Ge          | [Ar].3d10.4s2.4p2    | 3P0                | 4p 2P*<1/2>                        |         (4496(10))                    |           L8672c99
     94 | Pu LXIV       |        +63 | Plutonium    | Ga          | [Ar].3d10.4s2.4p     | 2P*<1/2>           | 4s2 1S<0>                          |         (4585(20))                    |           L8672c99
     94 | Pu LXV        |        +64 | Plutonium    | Zn          | [Ar].3d10.4s2        | 1S0                | 4s 2S<1/2>                         |         (4807(20))                    |           L8672c99
     94 | Pu LXVI       |        +65 | Plutonium    | Cu          | [Ar].3d10.4s         | 2S<1/2>            | 3d10 1S<0>                         |         (4890(30))                    |           L8672c99
     94 | Pu LXVII      |        +66 | Plutonium    | Ni          | [Ar].3d10            | 1S0                | 3d9 2D<5/2>                        |         (7820(40))                    |           L8672c99
     94 | Pu LXVIII     |        +67 | Plutonium    | Co          | [Ar].3d9             | 2D<5/2>            | 3d8 3F<4>                          |         (7990(40))                    |           L8672c99
     94 | Pu LXIX       |        +68 | Plutonium    | Fe          | [Ar].3d8             | 3F<4>              | 3d7 4F<9/2>                        |         (8170(50))                    |           L8672c99
     94 | Pu LXX        |        +69 | Plutonium    | Mn          | [Ar].3d7             | 4F<9/2>            | 3d6 <4>                            |         (8360(50))                    |           L8672c99
     94 | Pu LXXI       |        +70 | Plutonium    | Cr          | [Ar].3d6             | <4>                | 3d5 <5/2>                          |         (8540(60))                    |           L8672c99
     94 | Pu LXXII      |        +71 | Plutonium    | V           | [Ar].3d5             | <5/2>              | 3d4 5D<0>                          |         (8720(60))                    |           L8672c99
     94 | Pu LXXIII     |        +72 | Plutonium    | Ti          | [Ar].3d4             | 5D0                | 3d3 4F<3/2>                        |         (9130(70))                    |           L8672c99
     94 | Pu LXXIV      |        +73 | Plutonium    | Sc          | [Ar].3d3             | 4F<3/2>            | 3d2 3F<2>                          |         (9310(90))                    |           L8672c99
     94 | Pu LXXV       |        +74 | Plutonium    | Ca          | [Ar].3d2             | 3F<2>              | 3d 2D<3/2>                         |         (9520(90))                    |           L8672c99
     94 | Pu LXXVI      |        +75 | Plutonium    | K           | [Ar].3d              | 2D<3/2>            | 3p6 1S<0>                          |         (9700(100))                   |           L8672c99
     94 | Pu LXXVII     |        +76 | Plutonium    | Ar          | [Ne].3s2.3p6         | 1S0                | 3p5 2P*<3/2>                       |        (10230(100))                   |           L8672c99
     94 | Pu LXXVIII    |        +77 | Plutonium    | Cl          | [Ne].3s2.3p5         | 2P*<3/2>           | 3p4 3P<2>                          |        (10390(100))                   |           L8672c99
     94 | Pu LXXIX      |        +78 | Plutonium    | S           | [Ne].3s2.3p4         | 3P<2>              | 3p3 2P*<3/2>                       |        (10570(100))                   |           L8672c99
     94 | Pu LXXX       |        +79 | Plutonium    | P           | [Ne].3s2.3p3         | 2P*<3/2>           | 3p2 3P<0>                          |        (10730(100))                   |           L8672c99
     94 | Pu LXXXI      |        +80 | Plutonium    | Si          | [Ne].3s2.3p2         | 3P0                | 3p 2P*<1/2>                        |        (12060(100))                   |           L8672c99
     94 | Pu LXXXII     |        +81 | Plutonium    | Al          | [Ne].3s2.3p          | 2P*<1/2>           | 3s2 1S<0>                          |        (12260(200))                   |           L8672c99
     94 | Pu LXXXIII    |        +82 | Plutonium    | Mg          | [Ne].3s2             | 1S0                | 3s 2S<1/2>                         |        (12660(200))                   |           L8672c99
